Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;1/882;26/02/2026;11:09;INV.GROWSPH600048VHUP;;INVERSOR GROWATT SPH 6000 48V HÍBRIDO UP;ALMACÉN;;;7,000;7,00;848,6400;0,00;5.940,48;21,00
No;Almacén 16;;27/02/2026;13:36;6241;;PORTES;PORTES;;;1,000;1,00;59,4000;0,00;59,40;21,00
