Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;1/404;26/01/2026;15:44;ATS INVERSORES;;ELEMENTO ATS INVERSORES GROWATT DE BATERÍAS 230VAC 63A;ELEMENTO ATS INVERSORES GROWATT DE BATERÍAS 230VAC 63A;;;8,000;8,00;68,6000;0,00;548,80;21,00
No;Almacén 16;1/404;26/01/2026;15:44;LINK-S GROWATT;;GROWATT SHINE LINK-S;GROWATT SHINE LINK-S;;;10,000;10,00;2,4330;0,00;24,33;21,00
