Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;104702705/20042931;06/02/2026;13:51;AS04013;;JUEGO SOPORTES BANDEJA SUPER;ALMUDENA CASADO;;;1,000;1,00;42,2500;40,00;25,35;21,00
No;Almacén 16;;15/02/2026;13:54;602;;OTROS APROVISIONAMIENTOS;OTROS APROVISIONAMIENTOS;;;1,000;1,00;61,1100;0,00;61,11;21,00
