Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;;27/02/2026;13:40;BAYERIA POWEBOX;;BATERIA LITIO DYNESS POWERBOX G2 10.24KWH 51.2V/200AH;BATERIA LITIO DYNESS POWERBOX G2 10.24KWH 51.2V/200AH;;;2,000;2,00;1.447,9500;0,00;2.895,90;21,00
No;Almacén 16;;27/02/2026;13:40;6241;;PORTES;PORTES;;;1,000;1,00;14,4800;0,00;14,48;21,00
