Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;E26007429;05/02/2026;13:26;092430;;FLEXÓMETRO BIMATERIA TYLON 5*19 0-30-697 STANLEY;ALMACÉN;;;1,000;1,00;7,6000;22,00;5,93;21,00
No;Almacén 16;E26007429;05/02/2026;13:26;135460;;MARCADOR PUNTA FINA NEGRO STANLEY;ALMACÉN;;;1,000;1,00;2,9800;22,00;2,32;21,00
No;Almacén 16;E26007429;05/02/2026;13:26;125251;;PUNTA PH2 50MM 1-68-947 STANLEY;ALMACÉN;;;1,000;1,00;1,4917;22,00;1,16;21,00
No;Almacén 16;E26007429;05/02/2026;13:26;090786;;GOMA ELASTICA POLIAMIDA 8MM CTE 092230 GOL;ALMACÉN;;;8,000;8,00;0,4930;0,00;3,94;21,00
No;Almacén 16;E26007685;06/02/2026;17:04;153376;;CONJUNTO COLECTOR COMPACT PLUS 1 SALIDAS SRMBCP1;NICOLÁS;;;2,000;2,00;23,1500;0,00;46,30;21,00
No;Almacén 16;E26007686;06/02/2026;17:05;022052;;M. L. PVC PRESIÓN ENCOLAR 20/16;NICOLÁS;;;5,000;5,00;0,3941;0,00;1,97;21,00
No;Almacén 16;E26007686;06/02/2026;17:05;050024;;CODO 90º ENCOLAR 20 PVC 051001020;NICOLÁS;;;1,000;1,00;0,1581;0,00;0,16;21,00
No;Almacén 16;E26009172;12/02/2026;15:56;176854;;JUEGO SOPORTE PARED 450*450 BASE SOLDADO;JESÚS MORALES;;;1,000;1,00;5,3000;0,00;5,30;21,00
No;Almacén 16;E26009172;12/02/2026;15:56;064310;;JUEGO SINEMBLOCK AG45;JESÚS MORALES;;;2,000;2,00;1,3243;0,00;2,65;21,00
No;Almacén 16;E26009172;12/02/2026;15:56;153403;;CABEZAL ELECTROTÉRMICO 230 V. RGACTEL;JESÚS MORALES;;;5,000;5,00;10,9800;0,00;54,90;21,00
No;Almacén 16;E26009201;13/02/2026;18:12;190363;;SPLIT DE PARED SU12H6 SUNECO;SPLIT DE PARED SU12H6 SUNECO;;;2,000;2,00;245,0000;0,00;490,00;21,00
No;Almacén 16;E26009202;13/02/2026;18:10;133505;;DESTORNILLADOR 3201 PLANO 4,0*100 1000V 35390 WIHA;ALMACÉN;;;1,000;1,00;16,1220;45,00;8,87;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140951;;RADIADOR EUROPA E800 DE 10 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;109,7330;0,00;109,73;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140952;;RADIADOR EUROPA E800 DE 11 ELEMENTOS FERROLI;JOSE ANTONO PÉREZ MELENDO;;;1,000;1,00;117,2050;0,00;117,21;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140949;;RADIADOR EUROPA E800 DE 8 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;87,7943;0,00;87,79;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140947;;RADIADOR EUROPA E800 DE 6 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;66,6600;0,00;66,66;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140946;;RADIADOR EUROPA E800 DE 5 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;62,0400;0,00;62,04;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140948;;RADIADOR EUROPA E800 DE 7 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;77,7700;0,00;77,77;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140953;;RADIADOR EUROPA E800 DE 12 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;2,000;2,00;133,3100;0,00;266,62;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140949;;RADIADOR EUROPA E800 DE 8 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;87,7943;0,00;87,79;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140950;;RADIADOR EUROPA E800 DE 9 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;99,9900;0,00;99,99;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140951;;RADIADOR EUROPA E800 DE 10 ELEMENTOS FERROLI;JOSE ANTONIO PÉREZ MELENDO;;;1,000;1,00;109,7330;0,00;109,73;21,00
No;Almacén 16;E26009286;13/02/2026;15:37;140945;;RADIADOR EUROPA E800 DE 4 ELEMENTOS FERROLI;JOSE ANTONIO P´REZ MELENDO;;;1,000;1,00;41,9826;0,00;41,98;21,00
No;Almacén 16;E26010077;17/02/2026;17:00;080086;;SOPORTE KIT VASO EXPANSIÓN 053021 POTERMIC;FUENTE TÓJAR;;;1,000;1,00;92,3000;40,00;55,38;21,00
No;Almacén 16;E26010077;17/02/2026;17:00;140953;;RADIADOR EUROPA E800 DE 12 ELEMENTOS FERROLI;TANIA;;;-1,000;-1,00;133,3100;0,00;-133,31;21,00
No;Almacén 16;E25010712;19/02/2026;16:44;144662;;DESCALCIFICADOR ESSENTIAL 11 LTS 902801;DESCALCIFICADOR ESSENTIAL 11 LTS 902801;;;1,000;1,00;544,9800;0,00;544,98;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;088479;;SOPORTE RADIADOR ALUM. REGULABLE (2U);ANASTASIO  (FUENTE TÓJAR);;;13,000;13,00;1,2651;0,00;16,45;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;031425;;MANGUITO 243 G CU 15*1/2' METALES 211215;ANASTASIO ( FUENTE TÓJAR);;;20,000;20,00;0,6296;22,00;9,82;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;171530;;BLISTER REDUCCIÓN ZINCADO 1/2' GREENCALOR;ANASTASIO ( FUENTE TÓJAR);;;11,000;11,00;3,7200;0,00;40,92;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;050915;;TÉ PARA HIERRO HHH 3/4 LATÓN 321023;ANASTASIO (FUENTE TÓJAR);;;1,000;1,00;2,5774;22,00;2,01;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;080561;;RACOR MARSELLA 3/4 LATÓN 352323;ANASTASIO (FUENTE tÓJAR);;;2,000;2,00;1,0561;22,00;1,65;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;042629;;CONTRAROSCA 1/2*3/4 LATÓN 314223;ANASTASIO (FUENTE TÓJAR);;;1,000;1,00;2,1331;70,00;0,64;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;063936;;VÁLVULA SEGURIDAD 1/2 7 BAR GREEN CALOR;ANASTASIO (FUENTE TÓJAR);;;1,000;1,00;9,8000;40,00;5,88;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;140927;;RADIADOR EUROPA E600 DE 12 ELEMENTOS FERROLI;ANASTASIO (FUENTE TÓJAR);;;5,000;5,00;92,4000;0,00;462,00;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;140926;;RADIADOR EUROPA E600 DE 11 ELEMENTOS FERROLI;ANASTASIO (FUENTE TÓJAR);;;1,000;1,00;84,7000;0,00;84,70;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;140925;;RADIADOR EUROPA E600 DE 10 ELEMENTOS FERROLI;ANASTASIO (FUENTE TÓJAR);;;3,000;3,00;77,0000;0,00;231,00;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;140921;;RADIADOR EUROPA E600 DE 6 ELEMENTOS FERROLI;ANASTASIO (FUENTE TÓJAR);;;3,000;3,00;46,2000;0,00;138,60;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;136447;;KIT CONJUNTO ESCUADRA 1/2 H KCM17 ARCO;ANASTSIO ( FUENTE TÓJAR);;;11,000;11,00;10,3224;0,00;113,55;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;140922;;RADIADOR EUROPA E600 DE 7 ELEMNTOS FERROLI;ANASTASIO (FUENTE TÓJAR);;;2,000;2,00;53,9000;0,00;107,80;21,00
No;Almacén 16;E26011211;23/02/2026;16:50;140919;;RADIADOR EUROPA E600  DE 4 ELEMENTOS FERROLI;ANASTASIO (FUENTE TÓJAR);;;1,000;1,00;30,8000;0,00;30,80;21,00
No;Almacén 16;E26011215;23/02/2026;8:49;031425;;MANGUITO 243 G CU 15*1/2' METALES 211215;MANGUITO 243 G CU 15*1/2' METALES 211215;;;5,000;5,00;0,6296;22,00;2,46;21,00
No;Almacén 16;E26011417;23/02/2026;16:48;140953;;RADIADOR EUROPA E800 DE 12 ELEMENTOS FERROLI;RADIADOR EUROPA E800 DE 12 ELEMENTOS FERROLI;;;3,000;3,00;133,3100;0,00;399,93;21,00
No;Almacén 16;E26011417;23/02/2026;16:48;140945;;RADIADOR EUROPA E800 DE 4 ELEMENTOS FERROLI;RADIADOR EUROPA E800 DE 4 ELEMENTOS FERROLI;;;2,000;2,00;41,9826;0,00;83,97;21,00
No;Almacén 16;E26011524;23/02/2026;17:27;086893;;MANGUITO R. HEMBRA 303 15*1/2 CONEX;ALMACÉN;;;10,000;10,00;3,9500;53,00;18,57;21,00
No;Almacén 16;E26011524;23/02/2026;17:27;162550;;RACOR MOVIL HEMBRA PRESS 32*;ALMACÉN;;;4,000;4,00;16,5100;50,00;33,02;21,00
No;Almacén 16;E26011529;23/02/2026;17:22;192713;;PRO SDS PLUS-5X 14X400X460;PRO SDS PLUS-5X 14X400X460;;;1,000;1,00;25,7400;46,00;13,90;21,00
No;Almacén 16;E26011529;23/02/2026;17:22;192708;;PEO SDS PLUS-5X 12X400X460;PEO SDS PLUS-5X 12X400X460;;;1,000;1,00;17,7100;46,00;9,56;21,00
No;Almacén 16;E26011655;24/02/2026;8:50;042636;;REDUCCIÓN EX.VAL. 3/4*1/2 LATÓN 392322;REDUCCIÓN EX.VAL. 3/4*1/2 LATÓN 392322;;;5,000;5,00;0,6784;22,00;2,65;21,00
No;Almacén 16;E26011655;24/02/2026;8:50;076420;;VÁLVULA ESFERA PN-25 M-H 1/2 PALO 160743C CABEL;VÁLVULA ESFERA PN-25 M-H 1/2 PALO 160743C CABEL;;;5,000;5,00;2,3270;0,00;11,64;21,00
No;Almacén 16;E26011655;24/02/2026;8:50;050914;;TÉ PARA HIERRO HHH 1/2 LATÓN 321022;TÉ PARA HIERRO HHH 1/2 LATÓN 321022;;;5,000;5,00;1,5341;22,00;5,98;21,00
No;Almacén 16;E26011655;24/02/2026;8:50;042621;;RACORD MARSELLA RED 1/2M-3/4H LATÓN 353223;RACORD MARSELLA RED 1/2M-3/4H LATÓN 353223;;;10,000;10,00;0,9726;22,00;7,59;21,00
No;Almacén 16;E26011655;24/02/2026;8:50;050926;;MANGUITO PARA HIERRO 1/2 LATÓN 341022;MANGUITO PARA HIERRO 1/2 LATÓN 341022;;;5,000;5,00;0,9443;22,00;3,68;21,00
No;Almacén 16;E26011697;24/02/2026;18:36;190363;;SPLIT DE PARED SU12H6 SUNECO;SPLIT DE PARED SU12H6 SUNECO;;;1,000;1,00;245,0000;0,00;245,00;21,00
No;Almacén 16;E26011859;25/02/2026;8:58;125694;;RELLENO GRIETAS BLANCO 98675 FISCHER;ANASTASIO;;;2,000;2,00;2,6500;22,00;4,13;21,00
No;Almacén 16;E26011859;25/02/2026;8:58;027008;;MANGUITO TOPE 5270/HH-15;ANASTASIO;;;2,000;2,00;0,6000;67,00;0,40;21,00
No;Almacén 16;E26011859;25/02/2026;8:58;063923;;FLORÓN RÍGIDO SIMPLE GREEN CALOR;ANASTASIO;;;24,000;24,00;0,2400;40,00;3,46;21,00
No;Almacén 16;E26011859;25/02/2026;8:58;144662;;DESCALCIFICADOR ESSENTIAL 11 LTS 902801;ANASTASIO;;;1,000;1,00;544,9800;0,00;544,98;21,00
No;Almacén 16;E2601264;26/02/2026;9:01;164261;18/11/2020;ADAPTADOR MULTICA 16* (20*2) R179MX020 GIACOMINI;NICO CONSTRUCTOR;;;2,000;2,00;4,7500;46,00;5,13;21,00
No;Almacén 16;E2601264;26/02/2026;9:01;153703;;CODO DOBLE PRESS 20 873015A ARCO;NICO CONSTRUCTOR;;;10,000;10,00;4,2200;50,00;21,10;21,00
No;Almacén 16;E2601264;26/02/2026;9:01;153555;;MANGUITO UNIÓN PRESS 20 872615A ARCO;NICO CONSTRUCTOR;;;2,000;2,00;3,1600;50,00;3,16;21,00
No;Almacén 16;E26012562;27/02/2026;9:05;094221;;TERMO ELÉCTRICO 100 LT. 3201345 SIMAT;TERMO ELÉCTRICO 100 LT. 3201345 SIMAT;;;1,000;1,00;107,6770;0,00;107,68;21,00
No;Almacén 16;E26012562;27/02/2026;9:05;108839;;MANDO PALANCA VÁLVULA PRESS CABEL;MANDO PALANCA VÁLVULA PRESS CABEL;;;3,000;3,00;6,5000;48,00;10,14;21,00
