Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;;05/01/2026;11:10;02779-1.5S;;VALVULA TERMOSTATICA ACS NUMERADA;VALVULA TERMOSTATICA ACS NUMERADA;;;1,000;1,00;207,0000;43,00;117,99;21,00
No;Almacén 16;;05/01/2026;11:10;2025092;;HILO TEFLON TANGIT UNILOCK 160M;HILO TEFLON TANGIT UNILOCK 160M;;;1,000;1,00;8,8000;0,00;8,80;21,00
