Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;;12/01/2026;12:55;68865;;PLACA CPU 2016;ANTONIO MOLERO;;;1,000;1,00;320,0000;40,00;192,00;21,00
No;Almacén 16;;12/01/2026;12:55;624;;TRANSPORTES;TRANSPORTES;;;1,000;1,00;7,0000;0,00;7,00;21,00
