Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;AM/2603145;06/02/2026;17:16;MULPTHKRM321;;RACOR MÓVIL 32X1 MULTICAPA BLANSOL;JESÚS MORALES BUSTOS - LA YEDRA;;;6,000;6,00;15,6000;77,00;21,53;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;MULPTHKC32;;CODO 32 MULTICAPA BLANSOL;JESÚS MORALES BUSTOS - LA YEDRA;;;10,000;10,00;22,2300;77,00;51,13;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;MULPTHKSH3234;;TE SALIDA ROSCA HEMBRA 32X3/4 MULTICAPA;JESÚS MORALES BUSTOS - LA YEDRA;;;4,000;4,00;24,7200;77,00;22,74;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;...;...;...;JESÚS MORALES BUSTOS - LA YEDRA;;;4,000;4,00;1,2500;54,00;2,30;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;...;...;...;JESÚS MORALES BUSTOS - LA YEDRA;;;2,000;2,00;9,7500;54,00;8,97;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;3005;;MACHÓN DOBLE 3/4 LATÓN;JESÚS MORALES BUSTOS - LA YEDRA;;;2,000;2,00;2,1000;54,00;1,93;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;...;...;...;JESÚS MORALES BUSTOS - LA YEDRA;;;2,000;2,00;29,5400;77,00;13,59;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;MULPTHKC2X;;CODO 20 MULTICAPA;JESÚS MORALES BUSTOS - LA YEDRA;;;6,000;6,00;8,4500;77,00;11,66;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;MULPTHKRC2X34;;ENLACE ROSCA MACHO 20X3/4 MULTICAPA;JESÚS MORALES BUSTOS - LA YEDRA;;;3,000;3,00;7,6600;77,00;5,29;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;...;...;...;JESÚS MORALES BUSTOS - LA YEDRA;;;1,000;1,00;56,4500;54,00;25,97;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;70037/04/02;;PURGADOR AUTOMÁTICO AIRE 1/2';JESÚS MORALES BUSTOS - LA YEDRA;;;1,000;1,00;8,8000;54,00;4,05;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;8032 120;;TERMÓMETRO POSTERIOR 63 DIAM. VAINA 5 CM;JESÚS MORALES BUSTOS - LA YEDRA;;;2,000;2,00;15,8000;54,00;14,54;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;8034 120;;TERMOMETRO POSTERIOR DIAM 63 VAINA 10 CM;JESÚS MORALES BUSTOS - LA YEDRA;;;1,000;1,00;19,7000;54,00;9,06;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;MULPPT3230004;;BARRA 4M MULTICAPA PERT 32X3.0;JESÚS MORALES BUSTOS - LA YEDRA;;;4,000;4,00;20,5500;54,00;37,81;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;MULPPT2020004;;BARRRA 4M MULTICAPA PERT 20X2;JESÚS MORALES BUSTOS - LA YEDRA;;;1,000;1,00;7,4000;54,00;3,40;21,00
No;Almacén 16;AM/2603145;06/02/2026;17:16;19032005508/1;;KFLEX ST 19X032 NEGRA;JESÚS MORALES BUSTOS - LA YEDRA;;;16,000;16,00;5,8900;64,00;33,93;21,00
No;Almacén 16;...;10/02/2026;15:58;...;...;...;JESÚS MORALES;;;1,000;1,00;79,0000;38,00;48,98;21,00
No;Almacén 16;;13/02/2026;13:48;6295;;OTROS GASTOS;OTROS GASTOS;;;1,000;1,00;0,8300;0,00;0,83;21,00
