factura_numero,ref,descripcion,cantidad,precio,descuento,importe
38,IM14086,BI NATURA (GRANADA),1.0,54.0,55.56,23.9976
64,REF_AUTO_2F43B4,REGULACIÓN CONTROL 1 ZONA FERCO,1.0,40.0,40.0,24.0
32,REF_AUTO_2F43B4,Mª JOSÉ 8GRANADA),16.0,6.35,77.0,23.368
64,REF_AUTO_2F43B4,VALVULA SEG. DUCO 101811 1/2 H-H 8 BAR STM,4.0,9.4,38.0,23.312
64,REF_AUTO_2F43B4,FUENTE TÓJAR,1.0,50.5,54.0,23.23
34,6292,CAMISETA BUGATTI TALLA XL BLANCO/VERDE,4.0,5.74,0.0,22.96
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),1.0,36.8,38.0,22.816
52,GSSV34,JESÚS MORALES BUSTOS - LA YEDRA,1.0,36.8,38.0,22.816
52,MULPTHKSH3234,JESÚS MORALES BUSTOS - LA YEDRA,4.0,24.72,77.0,22.7424
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),1.0,39.81,44.0,22.293600000000005
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),1.0,48.0,54.0,22.08
43,6295,MATERIAL PINTURA REPARACIÓN NAVE 16?,1.0,22.04,0.0,22.04
50,SCH50000793,"NICOLÁS CONSTRUCTOR - CALLE PERPETUO SOCORRO, 28",20.0,2.2,50.0,22.0
72,09740825,ALMACÉN,200.0,0.11,0.0,22.0
50,SCH5006905,"NICOLÁS CONSTRUCTOR - CALLE PERPETUO SOCORRO, 28",1.0,43.79,50.0,21.895
52,MULPTHKRM321,JESÚS MORALES BUSTOS - LA YEDRA,6.0,15.6,77.0,21.528
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),10.0,4.22,50.0,21.1
68,153703,NICO CONSTRUCTOR,10.0,4.22,50.0,21.1
69,153703,NICO CONSTRUCTOR,10.0,4.22,50.0,21.1
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),4.0,22.89,77.0,21.0588
53,DOG917-225,PECO,1.0,31.962,35.0,20.7753
7,GVT-8,VASO DE EXPANSION ACS 8L GUT 3/4',1.0,45.0,54.0,20.7
73,039F08040SWJ/1,SW PELLETS 316L CODO 80-45º,2.0,20.62,50.0,20.62
64,MULPTHK322X2,FUENTE TÓJAR,3.0,29.54,77.0,20.3826
Líneas de factura de compra,MULPTHKMU32,FRANCISCO PORCUNA (ARJONA),6.0,14.6,77.0,20.148
27,REF_AUTO_2F43B4,TIJERA 145 MM ELECTRICISTA 41923 WHA,1.0,20.0,0.0,20.0
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),6.0,14.44,77.0,19.9272
32,REF_AUTO_2F43B4,BARRA 4M MULTICAPA 16X2.0 BLANSOL,8.0,5.4,54.0,19.872
64,MULPTHVABVI2X,VALVULA CORTE VISTA 20 MULTICAPA BLANSOL,3.0,27.82,77.0,19.1958
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),6.0,13.81,77.0,19.0578
32,MULPPT3230004,ANTONIO AGUAYO (MARTOS),2.0,20.55,54.0,18.906
72,0194008070,ALMACÉN,200.0,0.0945,0.0,18.9
68,086893,ALMACÉN,10.0,3.95,53.0,18.565
69,086893,ALMACÉN,10.0,3.95,53.0,18.565
52,MULPTB2020025,PABLO MARTÍNEZ,1.0,40.25,54.0,18.515
30,602,ROLLO Y TUBO CRISTAL,1.0,18.25,0.0,18.25
8,REF_AUTO_2F43B4,JUEGO SOPORTES ECO LONG.500 GRANDE,2.0,8.8,0.0,17.6
72,0985600990,ALMACÉN,10.0,1.75,0.0,17.5
47,REF_AUTO_2F43B4,LA YEDRA,6.0,6.32,55.0,17.064
32,MULPPT2020004,Mª JOSÉ (GRANADA),5.0,7.4,54.0,17.02
72,04118/30/900,ALMACÉN,400.0,0.0425,0.0,17.0
32,19032005508/1,ANTONIO AGUAYO (MARTOS),8.0,5.89,64.0,16.963199999999997
Líneas de factura de compra,MULPTHKRC251,FRANCISCO PORCUNA (ARJONA),6.0,12.29,77.0,16.960199999999997
27,163469,Mª JOSÉ (GRANADA),2.0,16.9,50.0,16.9
73,039F081515W,SW PELLETS 316L DEFLECTOR H80,1.0,33.3,50.0,16.65
8,AS01058,JUEGO SOPORTES ECO LONG.450 MEDIANO,2.0,8.3,0.0,16.6
64,MULPTHKC2X,CODO 20 MULTICAPA,10.0,3.3,50.0,16.5
68,088479,ANASTASIO  (FUENTE TÓJAR),13.0,1.2651,0.0,16.446299999999997
69,088479,ANASTASIO  (FUENTE TÓJAR),13.0,1.2651,0.0,16.446299999999997
Líneas de factura de compra,19025005508,FRANCISCO PORCUNA (ARJONA),10.0,4.57,64.0,16.452
28,1022100,RETIRADO EN ALMACÉN,2.0,16.43,50.0,16.43
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),10.0,3.27,50.0,16.35
64,REF_AUTO_2F43B4,ANASTASIO,15.0,2.16,50.0,16.200000000000003
64,3004E,ANASTASIO,25.0,1.4,54.0,16.099999999999998
36,MA 0330X30,CELE,1.0,26.6,40.0,15.96
36,MA 0330X30,OSCAR TORREDONJIMENO,1.0,26.6,40.0,15.96
47,REF_AUTO_2F43B4,LA YEDRA,6.0,5.89,55.0,15.902999999999995
64,R437NX041,PABLO MARTÍNEZ (CASAS DE JUAN LEÓN),1.0,25.35,38.0,15.717
27,136892,Mª JOSÉ (GRANADA),2.0,12.9,40.0,15.48
50,$0956RT,"NICOLÁS CONSTRUCTOR - CALLE PERPETUO SOCORRO, 28",10.0,3.06,50.0,15.3
47,CALETERMOMETRO-INMER,LA YEDRA,2.0,15.219,50.0,15.219
68,109915,ANALIZADOR DUREZA 307601 ATH,1.0,28.1,46.0,15.174
69,109915,ANALIZADOR DUREZA 307601 ATH,1.0,28.1,46.0,15.174
27,164355,Mª JOSÉ (GRANADA),1.0,14.8933,0.0,14.8933
53,DOG205-180C,PITU,1.0,22.78,35.0,14.807
52,8032 120,JESÚS MORALES BUSTOS - LA YEDRA,2.0,15.8,54.0,14.536
64,REF_AUTO_2F43B4,FILTRO 3 PIEZAS COMPLETO,1.0,31.5,54.0,14.489999999999998
65,6241,PORTES,1.0,14.48,0.0,14.48
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),2.0,15.65,54.0,14.398
64,REF_AUTO_2F43B4,ANODO 22X300 M8,4.0,7.8,54.0,14.352
64,153603,FUENTE TÓJAR,4.0,7.7,54.0,14.168
64,763604,FUENTE TÓJAR,4.0,7.7,54.0,14.168
9,CABLE KIT,CABLE KIT  (PYLONTECH),1.0,13.95,0.0,13.95
68,192713,PRO SDS PLUS-5X 14X400X460,1.0,25.74,46.0,13.8996
69,192713,PRO SDS PLUS-5X 14X400X460,1.0,25.74,46.0,13.8996
52,MULPTHKRC321,JESÚS MORALES BUSTOS - LA YEDRA,4.0,14.91,77.0,13.717199999999998
52,REF_AUTO_2F43B4,JESÚS MORALES BUSTOS - LA YEDRA,2.0,29.54,77.0,13.588399999999998
35,00580210,ACOPLAM.AD87 1/2*-20HX1/4*M(AS-04X05),1.0,28.0,52.12,13.4064
27,REF_AUTO_2F43B4,ABRAZADERA COBRE 22 RD GEBO,2.0,11.9,44.0,13.328
28,1018100,RETIRADO EN ALMACÉN,2.0,13.32,50.0,13.32
Líneas de factura de compra,MULPTHKT32252,FRANCISCO PORCUNA (ARJONA),2.0,28.61,77.0,13.1606
Líneas de factura de compra,19025005508,FRANCISCO PORCUNA,8.0,4.57,64.0,13.1616
32,MULPTHKT32255,TE REDUCIDA 32X25X25XMULTICAPA BLANSOL,2.0,27.93,77.0,12.8478
Líneas de factura de compra,MULPTHKT32255,FANCISCO PORCUNA (ARJONA),2.0,27.93,77.0,12.8478
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),8.0,1.605,0.0,12.84
64,MULPTHVABVI2X,FUENTE TÓJAR,2.0,27.82,77.0,12.797199999999998
68,083416,CURVA 90º HH 18 PRESS INOX,4.0,8.39,62.0,12.7528
69,083416,CURVA 90º HH 18 PRESS INOX,4.0,8.39,62.0,12.7528
68,083651,M.L TUBO A. INOX. 18'0.7 AISI 316,5.0,2.52,0.0,12.6
69,083651,M.L TUBO A. INOX. 18'0.7 AISI 316,5.0,2.52,0.0,12.6
47,REF_AUTO_2F43B4,LA YEDRA,2.0,12.57,50.0,12.57
75,TUP 07600020,JAVI C,100.0,0.125,0.0,12.5
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),3.0,4.1,0.0,12.3
64,REF_AUTO_2F43B4,ANASTASIO (FUENTE TÓJAR),1.0,26.7,54.0,12.281999999999998
47,ACAI-TUBO6X9,ACADEMIA GUADIA CIVIL - ÚBEDA,25.0,0.96,50.0,12.0
72,REF_AUTO_2F43B4,ALMACÉN,1.0,11.87,0.0,11.87
32,MULPTHVABVI2X,VALVULA CORTE VISTA 20 MULTICAPA BLANSOL,2.0,25.76,77.0,11.8496
47,REF_AUTO_2F43B4,LA YEDRA,10.0,2.35,50.0,11.75
52,MULPTHKC2X,JESÚS MORALES BUSTOS - LA YEDRA,6.0,8.45,77.0,11.660999999999998
68,076420,VÁLVULA ESFERA PN-25 M-H 1/2 PALO 160743C CABEL,5.0,2.327,0.0,11.635
69,076420,VÁLVULA ESFERA PN-25 M-H 1/2 PALO 160743C CABEL,5.0,2.327,0.0,11.635
27,073474,Mª JOSÉ (GRANADA),2.0,9.54,40.0,11.448
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),3.0,8.25,54.0,11.385
27,REF_AUTO_2F43B4,KIT REPARACIÓN CHIMENEAS D.8 50246 FLOWER,1.0,14.07,20.0,11.256
64,REF_AUTO_2F43B4,PABLO MARTÍNEZ (CASAS DE JUAN LEÓN),4.0,4.45,38.0,11.036
64,REF_AUTO_2F43B4,ENLACE ROSCA HEMBRA 20X3/4 MULTICAPA BLANSOL,6.0,7.88,77.0,10.8744
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),1.0,23.4,54.0,10.764
28,TCDMH50100,RETIRADO EN TIENDA,1.0,21.41,50.0,10.705
27,REF_AUTO_2F43B4,ABRAZADERA DOBLE COBRE 18-20,2.0,9.55,44.0,10.696000000000002
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),4.0,5.75,54.0,10.579999999999998
52,3031,JESÚS MORALES BUSTOS -  LA YEDRA,4.0,5.75,54.0,10.579999999999998
52,3545E,JESÚS MORALES BUSTOS - LA YEDRA,4.0,5.75,54.0,10.579999999999998
64,3545E,FUENTE TÓJAR,4.0,5.75,54.0,10.579999999999998
64,3031,FUENTE TÓJAR,4.0,5.75,54.0,10.579999999999998
51,199-338023,JAVI GALERA,1.0,15.0,30.0,10.5
7,7109,CONEXIÓN GIGAN H 1/2 X 400 MM,2.0,13.11,60.0,10.488
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),1.0,22.35,54.0,10.281
52,2055959,NICOLÁS. CALLE PERPETUO SOCORRO,1.0,22.35,54.0,10.281
64,2055959,FUENTE TÓJAR,1.0,22.35,54.0,10.281
64,2055959,HILO TEFLÓN TANGIT UNILOCK,1.0,22.35,54.0,10.281
76,212184,FRNCISCO ZAPATA,1.0,12.73,20.0,10.184
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),4.0,4.2946,41.0,10.135256000000002
68,108839,MANDO PALANCA VÁLVULA PRESS CABEL,3.0,6.5,48.0,10.14
69,108839,MANDO PALANCA VÁLVULA PRESS CABEL,3.0,6.5,48.0,10.14
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),4.0,5.45,54.0,10.028
27,REF_AUTO_2F43B4,FLEXÓMETRO BIMATERIA TYLON 8*25 0-30-657 STANLEY,1.0,12.75,22.0,9.945
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),1.0,19.73,50.0,9.865
52,763603,JESÚS MORALES BUSTOS- LA YEDRA,4.0,5.35,54.0,9.844
68,031425,ANASTASIO ( FUENTE TÓJAR),20.0,0.6296,22.0,9.82176
69,031425,ANASTASIO ( FUENTE TÓJAR),20.0,0.6296,22.0,9.82176
27,REF_AUTO_2F43B4,Mª JOSÉ 8GRANADA),2.0,9.3522,48.0,9.726288
64,3005,FUENTE TÓJAR,10.0,2.1,54.0,9.66
67,070248,VARILLA ROSCADA DIN-975 M-8 8.8,5.0,2.95,35.0,9.5875
27,REF_AUTO_2F43B4,Mª JOSÉ 8GRANADA),4.0,4.78,50.0,9.56
68,192708,PEO SDS PLUS-5X 12X400X460,1.0,17.71,46.0,9.5634
69,192708,PEO SDS PLUS-5X 12X400X460,1.0,17.71,46.0,9.5634
56,CEI 46016000,GEL LUBRICANTE DUPLOGEL INTRODUCIR1000 . JUANJO,1.0,9.45,0.0,9.45
8,AS04293,FRANCISCO POCRUNA (ARJONA),1.0,14.54,35.0,9.451
32,09020005508,Mª JOSÉ (GRANADA),20.0,1.31,64.0,9.432
47,REF_AUTO_2F43B4,LA YEDRA,4.0,5.19,55.0,9.342
26,CEI 46016000,JAVI C,1.0,9.1,0.0,9.1
47,ACAI-C-CORTA-3X28,ACADEMIA GUARDIA CIVIL - ÚBEDA,1.0,18.16,50.0,9.08
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),1.0,19.7,54.0,9.062
52,8034 120,JESÚS MORALES BUSTOS - LA YEDRA,1.0,19.7,54.0,9.062
27,083518,COLEGIO MENGÍBAR,2.0,11.89,62.0,9.0364
48,624,TRANSPORTES,1.0,9.0,0.0,9.0
51,624,TRANSPORTES,1.0,9.0,0.0,9.0
52,REF_AUTO_2F43B4,JESÚS MORALES BUSTOS - LA YEDRA,2.0,9.75,54.0,8.969999999999999
64,45020,KIT ENLACE ROSCA MACHO 20 1/2 PE LT,5.0,3.9,54.0,8.969999999999999
26,HTI 006164,JAVI C,1.0,8.9,0.0,8.9
68,133505,ALMACÉN,1.0,16.122,45.0,8.8671
69,133505,ALMACÉN,1.0,16.122,45.0,8.8671
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),4.0,2.8191,22.0,8.795592000000001
Líneas de factura de compra2,2025092,HILO TEFLON TANGIT UNILOCK 160M,1.0,8.8,0.0,8.8
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),4.0,7.1227,70.0,8.547240000000002
64,MULPPT2020004,FUENTE TÓJAR,2.0,9.2,54.0,8.463999999999999
47,REF_AUTO_2F43B4,LA YEDRA,10.0,1.68,50.0,8.4
27,083510,COLEGIO MENGÍBAR,2.0,10.87,62.0,8.261199999999999
68,083510,UNIÓN MACHO 18*1/2 PRESS INOX,2.0,10.87,62.0,8.261199999999999
69,083510,UNIÓN MACHO 18*1/2 PRESS INOX,2.0,10.87,62.0,8.261199999999999
36,100202/1,CELE,2.0,6.81,40.0,8.171999999999999
64,MULPTHKRM2X34,FUENTE TÓJAR,4.0,8.85,77.0,8.142
68,125694,ALMACÉN,4.0,2.6,22.0,8.112
69,125694,ALMACÉN,4.0,2.6,22.0,8.112
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),2.0,17.54,77.0,8.068399999999999
47,REF_AUTO_2F43B4,LA YEDRA,4.0,4.46,55.0,8.027999999999999
27,REF_AUTO_2F43B4,REJILLA SIMPLE DEFL. HORIZONTAL 400*150,1.0,11.2,30.0,7.839999999999999
64,GA7GUTIL,JOSE ANTONIO PÉREZ MELENDO,100.0,0.17,54.0,7.819999999999999
72,01865/50/900,ALMACÉN,200.0,0.039,0.0,7.8
52,MULPTHKC2X,NICOLÁS. CALLE PERPETUO SOCORRO,4.0,8.45,77.0,7.773999999999999
64,REF_AUTO_2F43B4,KIT TE R/H 20-1/2-20 PE L T,2.0,6.56,41.0,7.740800000000001
32,REF_AUTO_2F43B4,ENLACE ROSCA MACHO 25X3/4 MULTICAPA,4.0,8.35,77.0,7.681999999999999
64,REF_AUTO_2F43B4,FUENTE TÓJAR,5.0,3.3,54.0,7.59
68,042621,RACORD MARSELLA RED 1/2M-3/4H LATÓN 353223,10.0,0.9726,22.0,7.586280000000001
69,042621,RACORD MARSELLA RED 1/2M-3/4H LATÓN 353223,10.0,0.9726,22.0,7.586280000000001
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),4.0,7.82,77.0,7.1944
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),2.0,7.75,54.0,7.129999999999999
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,7.7,54.0,7.084
32,153603,Mª JOSÉ 8GRANADA),2.0,7.7,54.0,7.084
7,153603,VALVULA ESFERA C. BOLA 1/2 M-H MARIPOSA NILE VA25,2.0,7.7,54.0,7.084
16,6241,PORTES,1.0,7.0,0.0,7.0
Líneas de factura de compra3,624,TRANSPORTES,1.0,7.0,0.0,7.0
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),3.0,2.327,0.0,6.981
47,REF_AUTO_2F43B4,LA YEDRA,1.0,13.87,50.0,6.935
32,REF_AUTO_2F43B4,ALARG HEX 1/2 X 2 CM LATON,10.0,1.5,54.0,6.9
64,3045,FUENTE TÓJAR,10.0,1.5,54.0,6.9
68,090771,ALMACÉN,1.0,10.62,35.0,6.903
69,090771,ALMACÉN,1.0,10.62,35.0,6.903
18,6241,PORTES,1.0,6.75,0.0,6.75
Líneas de factura de compra,R714X032,FRANCISCO AVENIDA ANDALUCÍA,1.0,10.85,38.0,6.726999999999999
Líneas de factura de compra,09025005508,FRANCISCO PORCUNA,12.0,1.55,64.0,6.696000000000001
32,MULPTHKRC2X34,Mª JOSÉ GRANADA,4.0,7.09,77.0,6.522799999999999
47,56100565,LA YEDRA,20.0,0.65,50.0,6.5
64,REF_AUTO_2F43B4,KIT CODO R/M 20-1/2 PE LT,2.0,5.3,41.0,6.254
26,HIT 006110,GRANADA,1.0,6.2,0.0,6.2
64,REF_AUTO_2F43B4,FUENTE TÓJAR,4.0,6.18,75.0,6.18
28,0209022CU,RETIRADO EN TIENDA,10.0,1.22,50.0,6.1
32,REF_AUTO_2F43B4,CODO 25 MULTICAPA BLANSOL,2.0,13.02,77.0,5.989199999999999
47,METATEH-2012,LA YEDRA,2.0,6.64,55.0,5.975999999999999
68,050914,TÉ PARA HIERRO HHH 1/2 LATÓN 321022,5.0,1.5341,22.0,5.982990000000001
69,050914,TÉ PARA HIERRO HHH 1/2 LATÓN 321022,5.0,1.5341,22.0,5.982990000000001
68,092430,ALMACÉN,1.0,7.6,22.0,5.928
69,092430,ALMACÉN,1.0,7.6,22.0,5.928
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),1.0,25.76,77.0,5.9248
68,063936,ANASTASIO (FUENTE TÓJAR),1.0,9.8,40.0,5.88
69,063936,ANASTASIO (FUENTE TÓJAR),1.0,9.8,40.0,5.88
47,REF_AUTO_2F43B4,LA YEDRA,6.0,2.17,55.0,5.858999999999999
53,071744,PECO,5.0,1.8,35.0,5.8500000000000005
64,REF_AUTO_2F43B4,ANASTASIO,1.0,12.7,54.0,5.842
64,REF_AUTO_2F43B4,SACO DE SAL DESCALCIFICADOR,1.0,5.7851,0.0,5.7851
47,40003500,LA YEDRA,2.0,5.78,50.0,5.78
26,LEG 403588,GRANADA,1.0,5.76,0.0,5.76
52,MULPTHKRC2X12,PABLO MARTÍNEZ,4.0,6.24,77.0,5.7408
64,MULPTHKRC2X12,FUENTE TÓJAR,4.0,6.24,77.0,5.7408
64,REF_AUTO_2F43B4,TE 20 MULTICAPA,2.0,12.3,77.0,5.658
27,111798,COLEGIO MENGÍBAR,4.0,3.17,56.0,5.579199999999999
64,R179MX020,PABLO MARTÍNEZ (CASAS JUAN LEÓN),2.0,4.45,38.0,5.518
32,MULPTHKRC2X12,Mª JOSÉ (GRANADA),4.0,5.78,77.0,5.3176
32,MULPTHKRC2X12,Mª JOSÉ (GRANADA),4.0,5.78,77.0,5.3176
68,176854,JESÚS MORALES,1.0,5.3,0.0,5.3
69,176854,JESÚS MORALES,1.0,5.3,0.0,5.3
52,MULPTHKRC2X34,JESÚS MORALES BUSTOS - LA YEDRA,3.0,7.66,77.0,5.2854
Líneas de factura de compra,03254,COLEGIO MENGÍBAR,4.0,2.85,54.0,5.244
8,AS02212,BOLSA BÁSICA AMORTIGUACIÓN TIPO B4 CON 4 ANTIVIBRADORES,4.0,1.3,0.0,5.2
52,EHCUCO1812,PABLO MARTÍNEZ,4.0,2.59,50.0,5.18
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,5.16,50.0,5.16
68,164261,NICO CONSTRUCTOR,2.0,4.75,46.0,5.130000000000001
69,164261,NICO CONSTRUCTOR,2.0,4.75,46.0,5.130000000000001
47,ACAICANAL-CA1610,ACADEMIA GUARDIA CIVIL - ÚBEDA,8.0,1.27,50.0,5.08
8,AS04243,FRANCISCO PORCUNA (ARJONA),4.0,1.93,35.0,5.018
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),2.0,5.35,54.0,4.922
28,0335945,RETIRADO EN TIENDA,4.0,2.45,50.0,4.9
47,REF_AUTO_2F43B4,LA YEDRA,1.0,9.8,50.0,4.9
64,REF_AUTO_2F43B4,ANASTASIO (FUENTE TÓJAR),1.0,8.43,42.0,4.8894
46,6241,PORTES,1.0,4.75,0.0,4.75
67,427.521.106,JAVI C,1.0,7.29,35.0,4.7385
28,0209018,RETIRADO EN TIENDA,10.0,0.94,50.0,4.699999999999999
47,RALAMACHONM - M-25,LA YEDRA,5.0,1.87,50.0,4.675000000000001
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),1.0,7.15,35.0,4.6475
27,063934,PURGADOR COLUMNA 1/2 S/SUP GREEN CALOR,1.0,7.15,35.0,4.6475
32,3543 R,Mª JOSÉ (GRANADA),3.0,3.35,54.0,4.623
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),4.0,4.57,75.0,4.57
47,RALAMARSEM-R-40-32,LA YEDRA,2.0,4.56,50.0,4.56
32,3544,Mª JOSÉ (GRANADA),3.0,3.3,54.0,4.553999999999999
64,REF_AUTO_2F43B4,ANASTASIO,0.75,13.0,54.0,4.484999999999999
38,AS03259,BI NATURA (GRANADA),1.0,8.76,50.0,4.38
32,3403E,Mª JOSÉ (GRANADA),9.0,1.05,54.0,4.347
64,MULPTHKRC2X12,ENLACE ROSCA MACHO 20X1/2 MULTICAPA,3.0,6.24,77.0,4.305599999999999
68,125694,ANASTASIO,2.0,2.65,22.0,4.134
69,125694,ANASTASIO,2.0,2.65,22.0,4.134
27,REF_AUTO_2F43B4,COQUILLA 9*18 GRIS 090182155PE0N0 PE K-FLEX,10.0,0.99,59.0,4.059
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),1.0,8.8,54.0,4.048
52,70037/04/02,JESÚS MORALES BUSTOS - LA YEDRA,1.0,8.8,54.0,4.048
58,624,TRANSPORTES,1.0,4.0,0.0,4.0
38,AS03269,BI NATURA (GRANADA),1.0,7.94,50.0,3.97
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,4.13,52.0,3.9648
68,090786,ALMACÉN,8.0,0.493,0.0,3.944
69,090786,ALMACÉN,8.0,0.493,0.0,3.944
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,8.19,77.0,3.7674
64,3027E,MACHÓNN RED 1-3/4 LATÓN,3.0,2.7,54.0,3.726
68,050926,MANGUITO PARA HIERRO 1/2 LATÓN 341022,5.0,0.9443,22.0,3.68277
69,050926,MANGUITO PARA HIERRO 1/2 LATÓN 341022,5.0,0.9443,22.0,3.68277
27,602,OTROS APROVISIONAMIENTOS,1.0,3.63,0.0,3.63
8,AS04051,CODO DESAGUE JUNTA Y 2 TAPONES DIAM.19,1.0,5.56,35.0,3.614
32,153603,Mª JOSÉ (GRANADA),1.0,7.7,54.0,3.542
68,063923,ANASTASIO,24.0,0.24,40.0,3.456
69,063923,ANASTASIO,24.0,0.24,40.0,3.456
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),15.0,0.5,54.0,3.45
52,3406,JESÚS MORALES BUSTOS -  LA YEDRA,2.0,3.75,54.0,3.45
64,3225E,FUENTE TÓJAR,6.0,1.25,54.0,3.45
32,3503E,Mª JOSÉ (GRANADA),2.0,3.7,54.0,3.404
32,3503E,Mª JOSÉ (GRANADA),2.0,3.7,54.0,3.404
52,MULPPT2020004,JESÚS MORALES BUSTOS - LA YEDRA,1.0,7.4,54.0,3.404
52,REF_AUTO_2F43B4,JESÚS MORALES BUSTOS - LA YEDRA,1.0,5.62,41.0,3.3158000000000003
8,AS04055,CODO DESAGUE D.32 Y 2 TAPONES,1.0,5.1,35.0,3.315
Líneas de factura de compra,10541013,ACADEMIA GUARDIA CIVIL BAEZA,1.0,6.6,50.0,3.3
32,REF_AUTO_2F43B4,CODO TERMINAL ROSCA HEMBRA 20X1/2 MULTICCAPA BLANSOL,2.0,7.09,77.0,3.2614
Líneas de factura de compra,10540033,ACADEMIA GUARDIA CIVIL BAEZA,1.0,6.4,50.0,3.2
68,153555,NICO CONSTRUCTOR,2.0,3.16,50.0,3.16
69,153555,NICO CONSTRUCTOR,2.0,3.16,50.0,3.16
32,3543 R,CODO LATON M-H 1/2,2.0,3.35,54.0,3.082
64,REF_AUTO_2F43B4,KIT CODO IGUAL 20-20 PE LT,1.0,6.55,54.0,3.013
52,MULPTHKMU2X,NICOLÁS. CALLE PERPETUO SOCORRO,2.0,6.52,77.0,2.9992
47,LATISUPERH-H3/4X40,LA YEDRA,1.0,5.96,50.0,2.98
32,REF_AUTO_2F43B4,JAEN CLIMA,2.0,6.25,77.0,2.875
52,MULPTHKRH2X12,NICOLÁS. CALLE PERPETUO SOCORRO,2.0,6.24,77.0,2.8704
68,000621,ALMACÉN,1.0,4.3878,35.0,2.8520700000000003
69,000621,ALMACÉN,1.0,4.3878,35.0,2.8520700000000003
32,EMCUCO1812,Mª JOSÉ (GRANADA),2.0,2.83,50.0,2.83
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),1.0,9.3181,70.0,2.79543
27,REF_AUTO_2F43B4,COQUILLA 9*22 GRIS PE 10022EK55PE K-FLEX,6.0,1.13,59.0,2.7798
64,REF_AUTO_2F43B4,ANASTASIO (FUENTE TÓJAR),4.0,1.5,54.0,2.76
38,EM09000,BASE SUPERFICIE PORCELANA TT 16A-250V,1.0,4.1,35.0,2.665
68,064310,JESÚS MORALES,2.0,1.3243,0.0,2.6486
68,042636,REDUCCIÓN EX.VAL. 3/4*1/2 LATÓN 392322,5.0,0.6784,22.0,2.64576
69,064310,JESÚS MORALES,2.0,1.3243,0.0,2.6486
69,042636,REDUCCIÓN EX.VAL. 3/4*1/2 LATÓN 392322,5.0,0.6784,22.0,2.64576
52,REF_AUTO_2F43B4,JESÚS MORALES BUSTOS - LA YEDRA,10.0,0.55,54.0,2.53
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,2.61,52.0,2.5056
75,UNX 2233-0,ALMACÉN,100.0,0.043,42.0,2.494
68,031425,MANGUITO 243 G CU 15*1/2' METALES 211215,5.0,0.6296,22.0,2.4554400000000003
69,031425,MANGUITO 243 G CU 15*1/2' METALES 211215,5.0,0.6296,22.0,2.4554400000000003
28,0335945,RETIRADO TIENDA,2.0,2.45,50.0,2.45
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,5.04,77.0,2.3184
68,135460,ALMACÉN,1.0,2.98,22.0,2.3244
69,135460,ALMACÉN,1.0,2.98,22.0,2.3244
52,REF_AUTO_2F43B4,JESÚS MORALES BUSTOS - LA YEDRA,4.0,1.25,54.0,2.3
64,REF_AUTO_2F43B4,ANASTASIO (FUENTE TÓJAR),2.0,2.5,54.0,2.3
