Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;AM/2601721;22/01/2026;12:05;3403E;;TAPÓN R MAC LATÓN 1/2 S/C;Mª JOSÉ (GRANADA);;;2,000;2,00;1,0500;54,00;0,97;21,00
No;Almacén 16;...;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;4,000;4,00;5,4500;54,00;10,03;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;3004E;;MACHON DOBLE 1/2 LATON;ANTONIO AGUAYO (MARTOS);;;3,000;3,00;1,4000;54,00;1,93;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;2,000;2,00;2,1000;54,00;1,93;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;4,000;4,00;5,7500;54,00;10,58;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;6,000;6,00;11,8500;54,00;32,71;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;2,000;2,00;5,3500;54,00;4,92;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;2,000;2,00;7,7500;54,00;7,13;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;1,000;1,00;8,8000;54,00;4,05;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;6,000;6,00;14,4400;77,00;19,93;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;6,000;6,00;13,8100;77,00;19,06;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;MULPTHKC32;;CODO 32 MULTICAPA BLANSOL;ANTONIO AGUAYO (MARTOS);;;10,000;10,00;20,5800;77,00;47,33;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;2,000;2,00;17,5400;77,00;8,07;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;4,000;4,00;22,8900;77,00;21,06;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;1,000;1,00;25,7600;77,00;5,92;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;1,000;1,00;36,8000;38,00;22,82;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;1,000;1,00;48,0000;54,00;22,08;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;2,000;2,00;15,6500;54,00;14,40;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;1,000;1,00;19,7000;54,00;9,06;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;...;...;...;ANTONIO AGUAYO (MARTOS);;;1,000;1,00;83,0000;0,00;83,00;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;19032005508/1;;KFLEX ST 19X032 NEGRA;ANTONIO AGUAYO (MARTOS);;;8,000;8,00;5,8900;64,00;16,96;21,00
No;Almacén 16;AM/2601949;26/01/2026;11:21;MULPPT3230004;;BARRA 4M MULTICAPA PERT 32X3.0;ANTONIO AGUAYO (MARTOS);;;2,000;2,00;20,5500;54,00;18,91;21,00
No;Almacén 16;...;27/01/2026;12:59;...;...;...;BOMBA DE CALOR NUOS EVO A+ 150 INSTLACIÓNVERTICAL/MURAL -5/42ºC A+/L;;;1,000;1,00;770,0000;0,00;770,00;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;CODO TERMINAL ROSCA HEMBRA 20X1/2 MULTICCAPA BLANSOL;;;2,000;2,00;7,0900;77,00;3,26;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;MULPTHVABVI2X;;VALVULA CORTE VISTA 20 MULTICAPA BLANSOL;VALVULA CORTE VISTA 20 MULTICAPA BLANSOL;;;2,000;2,00;25,7600;77,00;11,85;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;ENLACE ROSCA MACHO 25X3/4 MULTICAPA;;;4,000;4,00;8,3500;77,00;7,68;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;CODO 25 MULTICAPA BLANSOL;;;2,000;2,00;13,0200;77,00;5,99;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;JAEN CLIMA;;;2,000;2,00;6,2500;77,00;2,88;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;MULPTHKT32255;;TE REDUCIDA 32X25X25XMULTICAPA BLANSOL;TE REDUCIDA 32X25X25XMULTICAPA BLANSOL;;;2,000;2,00;27,9300;77,00;12,85;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;ALARG HEX 1/2 X 2 CM LATON;;;10,000;10,00;1,5000;54,00;6,90;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;ALARGADERA HEX RED H 1 1/4 M 1 LATÓN;;;1,000;1,00;4,9500;54,00;2,28;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;TAPÓN R MAC LATÓN 1.1/4 S/C;;;1,000;1,00;3,7500;54,00;1,73;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;3543 R;;CODO LATON M-H 1/2;CODO LATON M-H 1/2;;;2,000;2,00;3,3500;54,00;3,08;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;BOLSA COMPRA PLASTICO;;;1,000;1,00;0,1500;0,00;0,15;21,00
No;Almacén 16;AM/2602086;27/01/2026;12:59;...;...;...;DESFANGADOR MAGNÉTICO PLASTICO CON VÁLVULAS FERCO;;;1,000;1,00;76,0000;38,00;47,12;21,00
No;Almacén 16;;31/01/2026;11:03;...;...;...;ACUMULADOR AEROTÉRMICO 200I SUELO R290;;;2,000;2,00;2.175,0000;45,00;2.392,50;21,00
No;Almacén 16;;31/01/2026;11:03;740078010;;RADIADOR EUROPA  800 C 10 ELEMENTOS 7 ELEMENTOS;RADIADOR EUROPA  800 C 10 ELEMENTOS 7 ELEMENTOS;;;-0,100;-0,10;117,9000;0,00;-11,79;21,00
