Coste;Almacén;Albarán Prov.;Fecha;Hora;N/Referencia;Refª.Prov.;Artículo;Descripción Ampliada;Ref Lote;Matrícula;PAQUETES;Cantidad;Precio;% Dto.;Importe;% IVA
No;Almacén 16;...;30/01/2026;16:27;...;...;...;RGALO VINOTECA LIBRE INSTALACION;;;1,000;1,00;0,0000;0,00;0,00;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;TIJERA 145 MM ELECTRICISTA 41923 WHA;;;1,000;1,00;20,0000;0,00;20,00;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;VASO DE EXPANSIÓN 8PCS 8 LT;;;1,000;1,00;55,2200;41,00;32,58;21,00
No;Almacén 16;;31/01/2026;12:23;063934;;PURGADOR COLUMNA 1/2 S/SUP GREEN CALOR;PURGADOR COLUMNA 1/2 S/SUP GREEN CALOR;;;1,000;1,00;7,1500;35,00;4,65;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;ABRAZADERA DOBLE COBRE 18-20;;;2,000;2,00;9,5500;44,00;10,70;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;ABRAZADERA COBRE 22 RD GEBO;;;2,000;2,00;11,9000;44,00;13,33;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;KIT REPARACIÓN CHIMENEAS D.8 50246 FLOWER;;;1,000;1,00;14,0700;20,00;11,26;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;COQUILLA 9*18 GRIS 090182155PE0N0 PE K-FLEX;;;10,000;10,00;0,9900;59,00;4,06;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;COQUILLA 9*22 GRIS PE 10022EK55PE K-FLEX;;;6,000;6,00;1,1300;59,00;2,78;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;BOLSA;;;1,000;1,00;0,0500;0,00;0,05;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;REJILLA SIMPLE DEFL. HORIZONTAL 400*150;;;1,000;1,00;11,2000;30,00;7,84;21,00
No;Almacén 16;;31/01/2026;12:23;602;;OTROS APROVISIONAMIENTOS;MARCOS MONTAJE;;;1,000;1,00;1,8400;0,00;1,84;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;FLEXÓMETRO BIMATERIA TYLON 8*25 0-30-657 STANLEY;;;1,000;1,00;12,7500;22,00;9,95;21,00
No;Almacén 16;;31/01/2026;12:23;602;;OTROS APROVISIONAMIENTOS;OTROS APROVISIONAMIENTOS;;;1,000;1,00;3,6300;0,00;3,63;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;AEROTERMIA HI-WATER R290 AH-200U4GAB00 HISENSE;;;1,000;1,00;974,4600;0,00;974,46;21,00
No;Almacén 16;;31/01/2026;12:23;...;...;...;DESCALCIFICADOR ESSENTIAL 11 LTS 902801;;;1,000;1,00;544,9800;0,00;544,98;21,00
